--------- beginning of /dev/log/main 
--------- beginning of /dev/log/system 
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter$1;--->onChanged()V
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->hasStableIds()Z
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.480 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.490 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopeDetailsActivity;--->loadLogData(Landroid/database/Cursor;)V
08-20 20:45:10.490 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getDeletedId()J
08-20 20:45:10.490 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter$1;--->onChanged()V
08-20 20:45:10.490 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.500 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->hasStableIds()Z
08-20 20:45:10.500 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.500 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.520 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.530 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.540 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.540 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.540 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/LogAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/LogAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/LogAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.550 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableRelativeLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableRelativeLayout;--->isChecked()Z
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableRelativeLayout;--->setChecked(Z)V
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.560 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.570 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopeDetailsActivity$1;--->onScroll(Landroid/widget/AbsListView;III)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/TACGridView;--->onMeasure(II)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;---><init>(Landroid/content/Context;)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->init(Landroid/content/Context;)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView$1;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView$2;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView$3;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setSwipeBackgroundResource(I)V
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->newView(Landroid/content/Context;Landroid/database/Cursor;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.590 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;---><init>(Landroid/content/Context;Landroid/util/AttributeSet;)V
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter$CardContents;---><init>(Landroid/view/View;)V
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.600 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setOnDeleteListener(Lcom/notriddle/budget/DeleteView$OnDeleteListener;)V
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.610 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.620 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.620 D/M_InsDal( 5880): Lcom/notriddle/budget/TACGridView;--->onMeasure(II)V
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.630 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.640 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.650 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.660 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.680 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.690 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:45:10.700 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.710 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:45:10.710 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:45:10.720 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.720 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.730 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.730 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.730 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.730 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.740 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.740 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.770 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.780 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.780 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.800 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.810 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.850 D/M_InsDal( 5880): Lcom/notriddle/budget/TACGridView;--->onMeasure(II)V
08-20 20:45:10.850 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:45:10.850 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:45:10.850 D/M_InsDal( 5880): Lcom/notriddle/budget/DeleteView;---><init>(Landroid/content/Context;)V
